,Source language,Translation 1,Translation 2,Translation 3,Translation 4,Translation 5
4476,"/ x ( Cube ( x ) $ ( Larger ( a , x ) $ @ y ( Tet ( y ) $ Smaller ( x , y ) ) ) )","there is an element x such that if x is a cube , then if a is larger than x , then x is smaller than every tetrahedron",0,0,0,0
4477,"@ x / y ( FrontOf ( y , x ) | Tet ( x ) )","for all x , there is an element y such that y is in front of x or x is a tetrahedron",0,0,0,0
4478,"/ x @ y ( ( Cube ( x ) & Tet ( y ) & Larger ( a , x ) ) $ Smaller ( x , y ) )","there is an element x such that for all y , if x is a cube , y is a tetrahedron and a is larger than x , then x is smaller than y",0,0,0,0
4479,"@ x ( LeftOf ( x , b ) $ LeftOf ( x , a ) ) & @ x ( LeftOf ( x , a ) $ LeftOf ( x , b ) )","for all x , if x is to the left of b , then x is to the left of a and for all x , if x is to the left of a , then x is to the left of b",0,0,0,0
4480,"@ x @ y ( ( LeftOf ( x , a ) & LeftOf ( y , b ) ) $ / z ( LeftOf ( z , b ) & ~ Larger ( x , z ) ) )","for all x , for all y , if x is to the left of a and y is to the left of b , then there is an element z such that z is to the left of b and x is not larger than z",0,0,0,0
4481,"@ y ( LeftOf ( y , a ) $ @ x ( LeftOf ( x , b ) $ ~ Smaller ( y , x ) ) )","for all y , if y is to the left of a , then for all x , if x is to the left of b , then y is not smaller than x",0,0,0,0
4482,"@ x @ y ( LeftOf ( x , a ) $ ~ @ y ( LeftOf ( y , b ) $ Larger ( x , y ) ) )","for all x , for all y , if x is to the left of a , then it is not the case that for all y , if y is to the left of b , then x is larger than y",0,0,0,0
4483,"@ x / y ( Tet ( x ) | FrontOf ( y , x ) )","for all x , there is an element y such that x is a tetrahedron or y is in front of x",0,0,0,0
4484,"@ x ( / y ( Cube ( y ) & Larger ( a , y ) ) $ @ y ( Tet ( y ) $ Smaller ( a , y ) ) )","for all x , if a is larger than some cube , then a is smaller than every tetrahedron",0,0,0,0
4485,"@ x / y ( LeftOf ( x , a ) $ ( LeftOf ( y , b ) & ~ Larger ( x , y ) ) )","for all x , there is an element y such that if x is to the left of a , then y is to the left of b and x is not larger than y",0,0,0,0
4486,"@ y @ x ( ( Cube ( x ) & Larger ( a , x ) & Tet ( y ) ) $ Smaller ( a , y ) )","for all y , for all x , if x is a cube , a is larger than x and y is a tetrahedron , then a is smaller than y",0,0,0,0
4487,"@ x / y ( ~ BackOf ( x , y ) $ Tet ( x ) )","for all x , there is an element y such that if x is not in back of y , then x is a tetrahedron",0,0,0,0
4488,"@ z ( Tet ( z ) $ @ y ( / x ( Cube ( x ) & Larger ( a , x ) ) $ Smaller ( a , z ) ) )","for all tetrahedrons z , for all y , if a is larger than some cube , then a is smaller than z",0,0,0,0
4489,"~ / w ( LeftOf ( w , a ) & / x ( LeftOf ( x , b ) & Smaller ( w , x ) ) )",it is not the case that there is an element w such that w is to the left of a and there is an element x such that x is to the left of b and w is smaller than x,0,0,0,0
4490,"~ / w ( LeftOf ( w , a ) & @ x ( LeftOf ( x , b ) $ Larger ( w , x ) ) )","it is not the case that there is an element w such that w is to the left of a and for all x , if x is to the left of b , then w is larger than x",0,0,0,0
4491,"@ x ( ( Tet ( x ) & ~ Smaller ( a , x ) ) $ ~ / x ( Cube ( x ) & Larger ( a , x ) ) )","for all x , if x is a tetrahedron and a is not smaller than x , then it is not the case that a is larger than some cube",0,0,0,0
4492,"/ x @ y ( ( Larger ( a , x ) & Cube ( x ) ) $ ( Tet ( y ) $ Smaller ( x , y ) ) )","there is an element x such that for all y , if a is larger than x and x is a cube , then if y is a tetrahedron , then x is smaller than y",0,0,0,0
4493,"@ x ( LeftOf ( x , a ) $ @ y ( Smaller ( x , y ) $ ~ LeftOf ( y , b ) ) )","for all x , if x is to the left of a , then for all y , if x is smaller than y , then y is not to the left of b",0,0,0,0
4494,"~ / y ( ~ Dodec ( y ) & @ z ( ~ SameShape ( y , z ) $ Larger ( y , z ) ) )","it is not the case that there is an element y such that y is not a dodecahedron and for all z , if y is not of the same shape as z , then y is larger than z",0,0,0,0
4495,"@ x ~ / y ( LeftOf ( y , a ) & Smaller ( y , x ) & LeftOf ( x , b ) )","for all x , it is not the case that there is an element y such that y is to the left of a , y is smaller than x and x is to the left of b",0,0,0,0
4496,"~ / x @ y ( ~ Tet ( x ) & ~ FrontOf ( y , x ) )","it is not the case that there is an element x such that for all y , x is not a tetrahedron and y is not in front of x",0,0,0,0
4497,"@ x ( @ y ( ~ SameShape ( x , y ) $ Larger ( x , y ) ) $ Dodec ( x ) )","for all x , if for all y , if x is not of the same shape as y , then x is larger than y , then x is a dodecahedron",0,0,0,0
4498,"@ y ( / x ( Larger ( a , x ) & Cube ( x ) ) $ ( Tet ( y ) $ Smaller ( a , y ) ) )","for all y , if there is an element x such that a is larger than x and x is a cube , then if y is a tetrahedron , then a is smaller than y",0,0,0,0
4499,"~ / x ( LeftOf ( x , a ) & ~ LeftOf ( x , b ) ) & ~ / y ( LeftOf ( y , b ) & ~ LeftOf ( y , a ) )",it is not the case that there is an element x such that x is to the left of a and x is not to the left of b and it is not the case that there is an element y such that y is to the left of b and y is not to the left of a,0,0,0,0
4500,"@ x ( ~ / y BackOf ( x , y ) $ Tet ( x ) )","for all x , if it is not the case that there is an element y such that x is in back of y , then x is a tetrahedron",0,0,0,0
4501,"~ / x ( LeftOf ( x , b ) & / y ( LeftOf ( y , a ) & Larger ( x , y ) ) )",it is not the case that there is an element x such that x is to the left of b and there is an element y such that y is to the left of a and x is larger than y,0,0,0,0
4502,"@ x ( ( LeftOf ( x , a ) & LeftOf ( x , b ) ) | ~ ( LeftOf ( x , a ) | LeftOf ( x , b ) ) )","for all x , x is to the left of a and to the left of b or it is not the case that x is to the left of a or to the left of b",0,0,0,0
4503,"@ z / x ( ~ FrontOf ( x , z ) $ Tet ( z ) )","for all z , there is an element x such that if x is not in front of z , then z is a tetrahedron",0,0,0,0
4504,"~ / y ( LeftOf ( y , a ) & / z ( LeftOf ( z , b ) & Smaller ( y , z ) ) )",it is not the case that there is an element y such that y is to the left of a and there is an element z such that z is to the left of b and y is smaller than z,0,0,0,0
4505,"@ x @ y ( ( Cube ( x ) & Tet ( y ) ) $ ( Larger ( a , x ) $ Smaller ( a , y ) ) )","for all x , for all y , if x is a cube and y is a tetrahedron , then if a is larger than x , then a is smaller than y",0,0,0,0
4506,"@ y @ z ( ( LeftOf ( y , a ) & LeftOf ( z , b ) ) $ ~ Smaller ( y , z ) )","for all y , for all z , if y is to the left of a and z is to the left of b , then y is not smaller than z",0,0,0,0
4507,"~ / y ( LeftOf ( y , b ) & / x ( LeftOf ( x , a ) & Smaller ( x , y ) ) )",it is not the case that there is an element y such that y is to the left of b and there is an element x such that x is to the left of a and smaller than y,0,0,0,0
4508,"@ y @ x ~ ( LeftOf ( x , a ) & LeftOf ( y , b ) & Smaller ( x , y ) )","for all y , for all x , it is not the case that x is to the left of a , y is to the left of b and x is smaller than y",0,0,0,0
4509,"~ / y ( LeftOf ( y , a ) & / z ( Smaller ( y , z ) & LeftOf ( z , b ) ) )",it is not the case that there is an element y such that y is to the left of a and there is an element z such that y is smaller than z and z is to the left of b,0,0,0,0
4510,"@ z ( ~ / x FrontOf ( x , z ) $ Tet ( z ) )","for all z , if it is not the case that there is an element x such that x is in front of z , then z is a tetrahedron",0,0,0,0
4511,"@ x @ z ( LeftOf ( x , a ) $ ( LeftOf ( z , b ) $ ~ Smaller ( x , z ) ) )","for all x , for all z , if x is to the left of a , then if z is to the left of b , then x is not smaller than z",0,0,0,0
4512,"~ / x / y ( LeftOf ( x , b ) & LeftOf ( y , a ) & Smaller ( y , x ) )","it is not the case that there is an element x such that there is an element y such that x is to the left of b , y is to the left of a and y is smaller than x",0,0,0,0
4513,"~ / x ( Cube ( x ) & Larger ( a , x ) ) | @ y ( Tet ( y ) $ Smaller ( a , y ) )",it is not the case that a is larger than some cube or a is smaller than every tetrahedron,0,0,0,0
4514,"~ / z ( LeftOf ( z , a ) & @ x ( LeftOf ( x , b ) $ Larger ( z , x ) ) )","it is not the case that there is an element z such that z is to the left of a and for all x , if x is to the left of b , then z is larger than x",0,0,0,0
4515,"@ x @ y ( ( LeftOf ( x , b ) & Smaller ( y , x ) ) $ ~ LeftOf ( y , a ) )","for all x , for all y , if x is to the left of b and y is smaller than x , then y is not to the left of a",0,0,0,0
4516,"@ x ( / y FrontOf ( y , x ) | Tet ( x ) )","for all x , there is an element y such that y is in front of x or x is a tetrahedron",0,0,0,0
4517,"@ x ( ( LeftOf ( x , b ) $ LeftOf ( x , a ) ) & ( ~ LeftOf ( x , b ) $ ~ LeftOf ( x , a ) ) )","for all x , all these hold : \item if x is to the left of b , then x is to the left of a \item if x is not to the left of b , then x is not to the left of a",0,0,0,0
4518,"@ x / y @ z ( ~ FrontOf ( y , x ) $ Tet ( x ) )","for all x , there is an element y such that for all z , if y is not in front of x , then x is a tetrahedron",0,0,0,0
4519,"/ x ( Cube ( x ) & Smaller ( x , a ) ) $ @ x ( Tet ( x ) $ Larger ( x , a ) )","if some cube is smaller than a , then every tetrahedron is larger than a",0,0,0,0
4520,"~ / y / x ( LeftOf ( y , a ) & LeftOf ( x , b ) & Smaller ( y , x ) )","it is not the case that there is an element y such that there is an element x such that y is to the left of a , x is to the left of b and y is smaller than x",0,0,0,0
4521,"~ / x ( @ y ( LeftOf ( y , b ) $ Larger ( x , y ) ) & LeftOf ( x , a ) )","it is not the case that there is an element x such that for all y , if y is to the left of b , then x is larger than y and x is to the left of a",0,0,0,0
4522,"@ x @ y ( ( Tet ( x ) & Cube ( y ) & Larger ( a , y ) ) $ Smaller ( a , x ) )","for all x , for all y , if x is a tetrahedron , y is a cube and a is larger than y , then a is smaller than x",0,0,0,0
4523,"@ x ( LeftOf ( x , a ) $ / z ( LeftOf ( z , b ) & ~ Larger ( x , z ) ) )","for all x , if x is to the left of a , then there is an element z such that z is to the left of b and x is not larger than z",0,0,0,0
4524,"~ / x ( LeftOf ( x , b ) & ~ LeftOf ( x , a ) ) & ~ / y ( LeftOf ( y , a ) & ~ LeftOf ( y , b ) )",it is not the case that there is an element x such that x is to the left of b and x is not to the left of a and it is not the case that there is an element y such that y is to the left of a and y is not to the left of b,0,0,0,0
4525,"~ / x / z ( LeftOf ( x , a ) & Smaller ( x , z ) & LeftOf ( z , b ) )","it is not the case that there is an element x such that there is an element z such that x is to the left of a , x is smaller than z and z is to the left of b",0,0,0,0
4526,"@ x ( / z ( Cube ( z ) & Larger ( a , z ) & Tet ( x ) ) $ Smaller ( a , x ) )","for all x , if there is an element z such that z is a cube , a is larger than z and x is a tetrahedron , then a is smaller than x",0,0,0,0
4527,"@ v ( @ w ~ FrontOf ( w , v ) $ Tet ( v ) )","for all v , if for all w , w is not in front of v , then v is a tetrahedron",0,0,0,0
4528,"/ v ( Cube ( v ) & Larger ( a , v ) ) $ @ w ( Tet ( w ) $ Smaller ( a , w ) )","if a is larger than some cube , then a is smaller than every tetrahedron",0,0,0,0
4529,"@ x ( ( LeftOf ( x , a ) $ LeftOf ( x , b ) ) & ( ~ LeftOf ( x , a ) $ ~ LeftOf ( x , b ) ) )","for all x , all these hold : \item if x is to the left of a , then x is to the left of b \item if x is not to the left of a , then x is not to the left of b",0,0,0,0
4530,"@ z ( ~ / y FrontOf ( y , z ) $ Tet ( z ) )","for all z , if it is not the case that there is an element y such that y is in front of z , then z is a tetrahedron",0,0,0,0
4531,"@ x ( ( Cube ( x ) & Larger ( a , x ) ) $ ~ / y ( Tet ( y ) & ~ Smaller ( a , y ) ) )","for all x , if x is a cube and a is larger than x , then it is not the case that there is a tetrahedron y such that a is not smaller than y",0,0,0,0
4532,"/ x ( ( Larger ( a , x ) & Cube ( x ) ) $ @ z ( Tet ( z ) $ Smaller ( x , z ) ) )","there is an element x such that if a is larger than x and x is a cube , then x is smaller than every tetrahedron",0,0,0,0
4533,"/ x ( ( Cube ( x ) & Larger ( a , x ) ) $ ( Cube ( x ) & @ y ( Tet ( y ) $ Smaller ( x , y ) ) ) )","there is an element x such that if x is a cube and a is larger than x , then x is a cube and x is smaller than every tetrahedron",0,0,0,0
4534,"@ x ( ( LeftOf ( x , a ) $ LeftOf ( x , b ) ) & @ x ( LeftOf ( x , b ) $ LeftOf ( x , a ) ) )","for all x , all these hold : \item if x is to the left of a , then x is to the left of b \item for all x , if x is to the left of b , then x is to the left of a",0,0,0,0
4535,"@ x ( ( Cube ( x ) & Larger ( a , x ) ) $ @ u ( Tet ( u ) $ Smaller ( a , u ) ) )","for all x , if x is a cube and a is larger than x , then a is smaller than every tetrahedron",0,0,0,0
4536,"~ / x ( Cube ( x ) & Larger ( a , x ) & ~ @ y ( Tet ( y ) $ Smaller ( a , y ) ) )","it is not the case that there is an element x such that x is a cube , a is larger than x and it is not the case that a is smaller than every tetrahedron",0,0,0,0
4537,"@ y ( LeftOf ( y , a ) $ ~ / x ( LeftOf ( x , b ) & Smaller ( y , x ) ) )","for all y , if y is to the left of a , then it is not the case that there is an element x such that x is to the left of b and y is smaller than x",0,0,0,0
4538,"~ / x @ y ( ~ FrontOf ( y , x ) & ~ Tet ( x ) )","it is not the case that there is an element x such that for all y , y is not in front of x and x is not a tetrahedron",0,0,0,0
4539,"@ x ( ~ Dodec ( x ) $ ~ @ y ( ~ SameShape ( x , y ) $ Larger ( x , y ) ) )","for all x , if x is not a dodecahedron , then it is not the case that for all y , if x is not of the same shape as y , then x is larger than y",0,0,0,0
4540,"@ x @ y ( Smaller ( x , y ) $ ~ ( LeftOf ( x , a ) & LeftOf ( y , b ) ) )","for all x , for all y , if x is smaller than y , then it is not the case that x is to the left of a and y is to the left of b",0,0,0,0
4541,"~ / x ( / y ( LeftOf ( y , b ) & Smaller ( x , y ) ) & LeftOf ( x , a ) )",it is not the case that there is an element x such that there is an element y such that y is to the left of b and x is smaller than y and x is to the left of a,0,0,0,0
4542,"~ / x ( LeftOf ( x , a ) & ~ @ y ( LeftOf ( y , b ) $ ~ Smaller ( x , y ) ) )","it is not the case that there is an element x such that x is to the left of a and it is not the case that for all y , if y is to the left of b , then x is not smaller than y",0,0,0,0
4543,"~ / y / x ( LeftOf ( y , a ) & Smaller ( y , x ) & LeftOf ( x , b ) )","it is not the case that there is an element y such that there is an element x such that y is to the left of a , y is smaller than x and x is to the left of b",0,0,0,0
4544,"@ z ( / y ( Cube ( y ) & Larger ( a , y ) ) $ ( Tet ( z ) $ Smaller ( a , z ) ) )","for all z , if a is larger than some cube , then if z is a tetrahedron , then a is smaller than z",0,0,0,0
4545,"@ x / x ( Cube ( x ) & Larger ( a , x ) ) $ @ y ( Tet ( y ) $ Smaller ( a , y ) )","if for all x , a is larger than some cube , then a is smaller than every tetrahedron",0,0,0,0
4546,"@ y ( ~ Dodec ( y ) $ ~ @ z ( ~ Dodec ( z ) $ Larger ( y , z ) ) )","for all y , if y is not a dodecahedron , then it is not the case that for all z , if z is not a dodecahedron , then y is larger than z",0,0,0,0
4547,"/ y ( Cube ( y ) & Larger ( a , y ) ) $ @ x ( Tet ( x ) $ Larger ( x , a ) )","if a is larger than some cube , then every tetrahedron is larger than a",0,0,0,0
4548,"@ z ( LeftOf ( z , a ) $ ~ / w ( LeftOf ( w , b ) & Smaller ( z , w ) ) )","for all z , if z is to the left of a , then it is not the case that there is an element w such that w is to the left of b and z is smaller than w",0,0,0,0
4549,"@ x @ z ( ( Cube ( x ) & Larger ( a , x ) ) $ ( Tet ( z ) $ Smaller ( a , z ) ) )","for all x , for all z , if x is a cube and a is larger than x , then if z is a tetrahedron , then a is smaller than z",0,0,0,0
4550,"@ x ( @ y ( LeftOf ( y , b ) $ Larger ( x , y ) ) $ ~ LeftOf ( x , a ) )","for all x , if for all y , if y is to the left of b , then x is larger than y , then x is not to the left of a",0,0,0,0
4551,"@ x @ y @ z ( ( Cube ( x ) & Larger ( a , x ) & Tet ( y ) ) $ Smaller ( a , y ) )","for all x , for all y , for all z , if x is a cube , a is larger than x and y is a tetrahedron , then a is smaller than y",0,0,0,0
